"Series.Name","Series.Code","Country.Name","Country.Code","Region","Year","Value"
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","United States","USA","Region of the Americas",2021,97.06614582
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Uzbekistan","UZB","European Region",2021,74.50296521
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Venezuela, RB","VEN","Region of the Americas",2021,26.36734506
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Viet Nam","VNM","Western Pacific Region",2021,43.21620918
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","West Bank and Gaza","PSE","Eastern Mediterranean Region",2021,68.59957469
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Yemen, Rep.","YEM","Eastern Mediterranean Region",2021,19.10135572
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Zimbabwe","ZWE","African Region",2021,31.80243726
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Afghanistan","AFG","Eastern Mediterranean Region",2021,9.560904058
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Albania","ALB","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Algeria","DZA","African Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Andorra","AND","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Angola","AGO","African Region",2021,17.62439314
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Armenia","ARM","European Region",2021,0.010649214
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Australia","AUS","Western Pacific Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Austria","AUT","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Bahrain","BHR","Eastern Mediterranean Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Bangladesh","BGD","South-East Asia Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Belarus","BLR","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Belgium","BEL","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Belize","BLZ","Region of the Americas",2021,0.569863505
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Benin","BEN","African Region",2021,49.3349376
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Bhutan","BTN","South-East Asia Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Bolivia","BOL","Region of the Americas",2021,9.107793216
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Botswana","BWA","African Region",2021,5.309223577
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Brazil","BRA","Region of the Americas",2021,0.094448477
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Bulgaria","BGR","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Burkina Faso","BFA","African Region",2021,35.22758501
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Burundi","BDI","African Region",2021,1.450667925
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Cabo Verde","CPV","African Region",2021,8.603019033
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Cambodia","KHM","Western Pacific Region",2021,15.00306327
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Cameroon","CMR","African Region",2021,4.405838225
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Canada","CAN","Region of the Americas",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Central African Republic","CAF","African Region",2021,25.19570959
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Chad","TCD","African Region",2021,62.78860601
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Chile","CHL","Region of the Americas",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","China","CHN","Western Pacific Region",2021,0.143684927
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Colombia","COL","Region of the Americas",2021,2.610863573
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Congo, Dem. Rep.","COD","African Region",2021,11.93615586
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Congo, Rep.","COG","African Region",2021,8.353527788
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Costa Rica","CRI","Region of the Americas",2021,0.131904188
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Cote d'Ivoire","CIV","African Region",2021,21.82930903
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Croatia","HRV","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Cuba","CUB","Region of the Americas",2021,0.170451187
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Cyprus","CYP","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Czechia","CZE","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Denmark","DNK","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Djibouti","DJI","Eastern Mediterranean Region",2021,16.08689571
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Dominican Republic","DOM","Region of the Americas",2021,1.939232675
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Ecuador","ECU","Region of the Americas",2021,1.058088218
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Egypt, Arab Rep.","EGY","Eastern Mediterranean Region",2021,0.00683491
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","El Salvador","SLV","Region of the Americas",2021,0.243106626
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Estonia","EST","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Eswatini","SWZ","African Region",2021,0.236306953
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Ethiopia","ETH","African Region",2021,17.72554037
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Fiji","FJI","Western Pacific Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Finland","FIN","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","France","FRA","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Gabon","GAB","African Region",2021,2.021505831
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Gambia, The","GMB","African Region",2021,0.123779995
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Georgia","GEO","European Region",2021,0.003109561
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Germany","DEU","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Ghana","GHA","African Region",2021,17.36389101
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Greece","GRC","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Guatemala","GTM","Region of the Americas",2021,1.629829375
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Guinea","GIN","African Region",2021,8.051616258
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Guinea-Bissau","GNB","African Region",2021,8.492603814
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Guyana","GUY","Region of the Americas",2021,0.337478754
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Haiti","HTI","Region of the Americas",2021,17.92884264
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Honduras","HND","Region of the Americas",2021,4.680684335
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Hungary","HUN","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Iceland","ISL","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","India","IND","South-East Asia Region",2021,13.76988959
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Indonesia","IDN","South-East Asia Region",2021,5.281579583
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Iraq","IRQ","Eastern Mediterranean Region",2021,0.004456277
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Ireland","IRL","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Israel","ISR","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Italy","ITA","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Jamaica","JAM","Region of the Americas",2021,0.798859311
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Japan","JPN","Western Pacific Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Jordan","JOR","Eastern Mediterranean Region",2021,0.104606922
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Kazakhstan","KAZ","European Region",2021,0.029846793
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Kenya","KEN","African Region",2021,6.955909143
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Kiribati","KIR","Western Pacific Region",2021,33.21530348
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Korea, Rep.","KOR","Western Pacific Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Kuwait","KWT","Eastern Mediterranean Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Kyrgyz Republic","KGZ","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Lao PDR","LAO","Western Pacific Region",2021,16.32199125
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Latvia","LVA","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Lebanon","LBN","Eastern Mediterranean Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Lesotho","LSO","African Region",2021,16.318467
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Liberia","LBR","African Region",2021,36.15123417
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Lithuania","LTU","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Luxembourg","LUX","European Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Madagascar","MDG","African Region",2021,34.01218092
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Malawi","MWI","African Region",2021,3.146489056
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Maldives","MDV","South-East Asia Region",2021,0
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Mali","MLI","African Region",2021,5.105463076
"People practicing open defecation (% of population)","SH.STA.ODFC.ZS","Malta","MLT","European Region",2021,0
